rank,country_full,confederation,total_points,rank_date
14,Colombie,CONMEBOL,1679,2025-04-03
15,Japon,AFC,1653,2025-04-03
16,États-Unis,CONCACAF,1649,2025-04-03
17,Mexique,CONCACAF,1647,2025-04-03
18,Iran,AFC,1637,2025-04-03
19,Sénégal,CAF,1630,2025-04-03
20,Suisse,UEFA,1625,2025-04-03
21,Danemark,UEFA,1618,2025-04-03
48,Paraguay,CONMEBOL,1476,2025-04-03
49,Tunisie,CAF,1474,2025-04-03
207,Vierges b.,CONCACAF,780,2025-04-03
51,Slovénie,UEFA,1463,2025-04-03
79,Gabon,CAF,1310,2025-04-03
80,Bolivie,CONMEBOL,1308,2025-04-03
81,El Salvador,CONCACAF,1301,2025-04-03
82,Guinée,CAF,1293,2025-04-03
83,Haïti,CONCACAF,1292,2025-04-03
84,Bahreïn,AFC,1290,2025-04-03
85,Bulgarie,UEFA,1289,2025-04-03
86,N. Zélande,OFC,1285,2025-04-03
87,Angola,CAF,1280,2025-04-03
88,Zambie,CAF,1276,2025-04-03
89,Ouganda,CAF,1274,2025-04-03
90,Curaçao,CONCACAF,1265,2025-04-03
91,Luxembourg,UEFA,1262,2025-04-03
92,Guinée équat.,CAF,1256,2025-04-03
93,Syrie,AFC,1254,2025-04-03
94,Chine,AFC,1251,2025-04-03
95,Bénin,CAF,1240,2025-04-03
96,Mozambique,CAF,1239,2025-04-03
97,Kosovo,UEFA,1238,2025-04-03
98,Biélorussie,UEFA,1235,2025-04-03
99,Thaïlande,AFC,1234,2025-04-03
100,Trinité,CONCACAF,1230,2025-04-03
101,Palestine,AFC,1225,2025-04-03
78,Israël,UEFA,1322,2025-04-03
102,Arménie,UEFA,1208,2025-04-03
77,Oman,AFC,1324,2025-04-03
75,Honduras,CONCACAF,1334,2025-04-03
52,Chili,CONMEBOL,1462,2025-04-03
53,Mali,CAF,1460,2025-04-03
54,Costa Rica,CONCACAF,1459,2025-04-03
55,Qatar,AFC,1457,2025-04-03
56,Afrique du Sud,CAF,1445,2025-04-03
57,Ouzbékistan,AFC,1437,2025-04-03
58,Arabie saoudite,AFC,1419,2025-04-03
59,Irak,AFC,1413,2025-04-03
60,Irlande,UEFA,1412,2025-04-03
61,RD Congo,CAF,1407,2025-04-03
62,Jordanie,AFC,1389,2025-04-03
63,Jamaïque,CONCACAF,1387,2025-04-03
64,Burkina Faso,CAF,1385,2025-04-03
65,ÉAU,AFC,1383,2025-04-03
66,Albanie,UEFA,1376,2025-04-03
67,Macédoine Nord,UEFA,1376,2025-04-03
68,Géorgie,UEFA,1373,2025-04-03
69,Finlande,UEFA,1360,2025-04-03
70,Bosnie,UEFA,1351,2025-04-03
71,Irlande du Nord,UEFA,1349,2025-04-03
72,Cap-Vert,CAF,1344,2025-04-03
73,Monténégro,UEFA,1337,2025-04-03
74,Islande,UEFA,1337,2025-04-03
76,Ghana,CAF,1333,2025-04-03
210,Saint-Marin,UEFA,738,2025-07-10
208,Vierges b.,CONCACAF,768,2025-07-10
207,Vierges a.,CONCACAF,780,2025-07-10
75,Israël,UEFA,1337,2025-07-10
74,Islande,UEFA,1338,2025-07-10
73,Cap-Vert,CAF,1344,2025-07-10
72,Bosnie,UEFA,1349,2025-07-10
71,Irlande du Nord,UEFA,1351,2025-07-10
70,Jamaïque,CONCACAF,1363,2025-07-10
69,Finlande,UEFA,1372,2025-07-10
68,Albanie,UEFA,1373,2025-07-10
67,Géorgie,UEFA,1375,2025-07-10
66,Honduras,CONCACAF,1380,2025-07-10
76,Ghana,CAF,1333,2025-07-10
65,ÉAU,AFC,1380,2025-07-10
63,Burkina Faso,CAF,1388,2025-07-10
62,Macédoine Nord,UEFA,1391,2025-07-10
61,RD Congo,CAF,1412,2025-07-10
60,Irlande,UEFA,1413,2025-07-10
59,Arabie saoudite,AFC,1415,2025-07-10
58,Irak,AFC,1417,2025-07-10
57,Chili,CONMEBOL,1442,2025-07-10
56,Afrique du Sud,CAF,1443,2025-07-10
55,Ouzbékistan,AFC,1449,2025-07-10
54,Mali,CAF,1455,2025-07-10
64,Jordanie,AFC,1388,2025-07-10
53,Qatar,AFC,1460,2025-07-10
77,Monténégro,UEFA,1327,2025-07-10
79,Oman,AFC,1314,2025-07-10
101,Trinité,CONCACAF,1229,2025-07-10
100,Guatémala,CONCACAF,1236,2025-07-10
99,Mozambique,CAF,1236,2025-07-10
98,Palestine,AFC,1236,2025-07-10
97,Biélorussie,UEFA,1237,2025-07-10
96,Bénin,CAF,1239,2025-07-10
95,Kosovo,UEFA,1248,2025-07-10
94,Chine,AFC,1249,2025-07-10
93,Guinée équat.,CAF,1252,2025-07-10
92,Luxembourg,UEFA,1260,2025-07-10
78,Bolivie,CONMEBOL,1316,2025-07-10
91,Syrie,AFC,1261,2025-07-10
89,Bahreïn,AFC,1267,2025-07-10
88,Ouganda,CAF,1269,2025-07-10
87,El Salvador,CONCACAF,1273,2025-07-10
86,Curaçao,CONCACAF,1277,2025-07-10
85,Angola,CAF,1280,2025-07-10
84,Bulgarie,UEFA,1284,2025-07-10
83,Zambie,CAF,1285,2025-07-10
82,N. Zélande,OFC,1289,2025-07-10
81,Guinée,CAF,1293,2025-07-10
80,Gabon,CAF,1307,2025-07-10
90,Haïti,CONCACAF,1261,2025-07-10
52,Slovaquie,UEFA,1467,2025-07-10
51,Cameroun,CAF,1467,2025-07-10
50,Slovénie,UEFA,1470,2025-07-10
22,Autriche,UEFA,1591,2025-07-10
21,Danemark,UEFA,1621,2025-07-10
20,Iran,AFC,1624,2025-07-10
19,Suisse,UEFA,1635,2025-07-10
18,Sénégal,CAF,1635,2025-07-10
17,Japon,AFC,1641,2025-07-10
16,Uruguay,CONMEBOL,1671,2025-07-10
15,États-Unis,CONCACAF,1671,2025-07-10
14,Colombie,CONMEBOL,1679,2025-07-10
13,Mexique,CONCACAF,1690,2025-07-10
23,Corée du Sud,AFC,1587,2025-07-10
12,Maroc,CAF,1699,2025-07-10
10,Croatie,UEFA,1708,2025-07-10
9,Allemagne,UEFA,1717,2025-07-10
8,Belgique,UEFA,1736,2025-07-10
7,Pays-Bas,UEFA,1758,2025-07-10
6,Portugal,UEFA,1771,2025-07-10
5,Brésil,CONMEBOL,1778,2025-07-10
4,Angleterre,UEFA,1813,2025-07-10
3,France,UEFA,1862,2025-07-10
2,Espagne,UEFA,1867,2025-07-10
1,Argentine,CONMEBOL,1885,2025-07-10
11,Italie,UEFA,1703,2025-07-10
24,Australie,AFC,1579,2025-07-10
25,Équateur,CONMEBOL,1571,2025-07-10
26,Ukraine,UEFA,1557,2025-07-10
49,Tunisie,CAF,1471,2025-07-10
48,Roumanie,UEFA,1474,2025-07-10
47,Écosse,UEFA,1475,2025-07-10
46,Venezuela,CONMEBOL,1477,2025-07-10
45,Côte d'Ivoire,CAF,1483,2025-07-10
44,Nigéria,CAF,1484,2025-07-10
43,Paraguay,CONMEBOL,1487,2025-07-10
42,Pérou,CONMEBOL,1490,2025-07-10
41,Tchéquie,UEFA,1492,2025-07-10
40,Costa Rica,CONCACAF,1494,2025-07-10
39,Grèce,UEFA,1498,2025-07-10
38,Hongrie,UEFA,1501,2025-07-10
37,Pologne,UEFA,1502,2025-07-10
36,Algérie,CAF,1504,2025-07-10
35,Russie,UEFA,1519,2025-07-10
34,Égypte,CAF,1519,2025-07-10
33,Norvège,UEFA,1519,2025-07-10
32,Serbie,UEFA,1523,2025-07-10
31,Pays de Galles,UEFA,1529,2025-07-10
30,Panama,CONCACAF,1545,2025-07-10
29,Suède,UEFA,1545,2025-07-10
28,Canada,CONCACAF,1549,2025-07-10
27,Turquie,UEFA,1553,2025-07-10
102,Thaïlande,AFC,1222,2025-07-10
209,Anguilla,CONCACAF,759,2025-07-10
103,Tanzanie,CAF,1209,2025-07-10
105,Arménie,UEFA,1205,2025-07-10
180,Cambodge,AFC,910,2025-07-10
179,Montserrat,CONCACAF,917,2025-07-10
178,Barbade,CONCACAF,920,2025-07-10
177,Maurice,CAF,922,2025-07-10
176,Népal,AFC,923,2025-07-10
175,Tchad,CAF,925,2025-07-10
174,Andorre,UEFA,954,2025-07-10
173,St. Vincent,CONCACAF,962,2025-07-10
172,Taipei Chinois,AFC,964,2025-07-10
171,Maldives,AFC,966,2025-07-10
181,Belize,CONCACAF,904,2025-07-10
170,Papoua.N.Guinée,OFC,969,2025-07-10
168,Malte,UEFA,977,2025-07-10
167,Grenade,CONCACAF,978,2025-07-10
166,Cuba,CONCACAF,980,2025-07-10
165,Sainte-Lucie,CONCACAF,991,2025-07-10
164,Vanuatu,OFC,992,2025-07-10
163,Antigua-et-Bar.,CONCACAF,992,2025-07-10
162,Bermudes,CONCACAF,1000,2025-07-10
161,Afghanistan,AFC,1001,2025-07-10
160,Myanmar,AFC,1004,2025-07-10
159,Singapour,AFC,1017,2025-07-10
169,Soudan du Sud,CAF,976,2025-07-10
158,Tahiti,OFC,1019,2025-07-10
182,Dominique,CONCACAF,901,2025-07-10
184,Bangladesh,AFC,899,2025-07-10
206,Turques-Caïques,CONCACAF,804,2025-07-10
205,Bahamas,CONCACAF,807,2025-07-10
204,Liechtenstein,UEFA,812,2025-07-10
203,Seychelles,CAF,821,2025-07-10
202,Guam,AFC,823,2025-07-10
201,Pakistan,AFC,829,2025-07-10
200,Somalie,CAF,832,2025-07-10
199,Gibraltar,UEFA,835,2025-07-10
198,Tonga,OFC,836,2025-07-10
197,Îles Caïmans,CONCACAF,853,2025-07-10
183,Brunei,AFC,901,2025-07-10
196,Sri Lanka,AFC,855,2025-07-10
194,Aruba,CONCACAF,861,2025-07-10
193,São Tomé-et-P.,CAF,865,2025-07-10
192,Macao,AFC,865,2025-07-10
191,Djibouti,CAF,866,2025-07-10
190,Samoa,OFC,876,2025-07-10
189,Îles Cook,OFC,878,2025-07-10
188,Mongolie,AFC,880,2025-07-10
187,Samoa a.,OFC,883,2025-07-10
186,Bhoutan,AFC,889,2025-07-10
185,Laos,AFC,890,2025-07-10
195,Timor-Leste,AFC,855,2025-07-10
157,Porto Rico,CONCACAF,1020,2025-07-10
156,Yémen,AFC,1021,2025-07-10
155,Eswatini,CAF,1023,2025-07-10
127,Rwanda,CAF,1125,2025-07-10
126,Estonie,UEFA,1131,2025-07-10
125,Malaisie,AFC,1138,2025-07-10
124,Sierra Leone,CAF,1140,2025-07-10
123,Gambie,CAF,1141,2025-07-10
122,Azerbaïdjan,UEFA,1148,2025-07-10
121,Niger,CAF,1148,2025-07-10
120,Togo,CAF,1149,2025-07-10
119,Corée du Nord,AFC,1151,2025-07-10
118,Indonésie,AFC,1155,2025-07-10
128,Chypre,UEFA,1124,2025-07-10
117,Libye,CAF,1155,2025-07-10
115,Madagascar,CAF,1163,2025-07-10
114,Kazakhstan,UEFA,1165,2025-07-10
113,Viêt Nam,AFC,1170,2025-07-10
112,Liban,AFC,1172,2025-07-10
111,Mauritanie,CAF,1173,2025-07-10
110,Soudan,CAF,1174,2025-07-10
109,Kenya,CAF,1179,2025-07-10
108,Namibie,CAF,1192,2025-07-10
107,Comores,CAF,1199,2025-07-10
106,Tadjikistan,AFC,1203,2025-07-10
116,Zimbabwe,CAF,1157,2025-07-10
129,Malawi,CAF,1121,2025-07-10
130,Nicaragua,CONCACAF,1120,2025-07-10
131,Guinée-Bissau,CAF,1120,2025-07-10
154,Moldavie,UEFA,1028,2025-07-10
153,Guyana,CONCACAF,1037,2025-07-10
152,N. Calédonie,OFC,1040,2025-07-10
151,St. Kitts/Nevis,CONCACAF,1042,2025-07-10
150,Fidji,OFC,1043,2025-07-10
149,Salomon,OFC,1046,2025-07-10
148,Lesotho,CAF,1046,2025-07-10
147,Hong Kong,AFC,1047,2025-07-10
146,Éthiopie,CAF,1061,2025-07-10
145,Philippines,AFC,1066,2025-07-10
144,Libéria,CAF,1068,2025-07-10
143,Lituanie,UEFA,1069,2025-07-10
142,R. dominicaine,CONCACAF,1077,2025-07-10
141,Îles Féroé,UEFA,1090,2025-07-10
140,Turkménistan,AFC,1092,2025-07-10
139,Burundi,CAF,1093,2025-07-10
138,Koweït,AFC,1099,2025-07-10
137,Lettonie,UEFA,1099,2025-07-10
136,Suriname,CONCACAF,1100,2025-07-10
135,Botswana,CAF,1101,2025-07-10
134,Centrafrique,CAF,1108,2025-07-10
133,Inde,AFC,1113,2025-07-10
132,Congo,CAF,1116,2025-07-10
104,Kirghizistan,AFC,1209,2025-07-10
210,Saint-Marin,UEFA,733,2025-09-18
208,Vierges b.,CONCACAF,768,2025-09-18
207,Vierges a.,CONCACAF,780,2025-09-18
74,Islande,UEFA,1343,2025-09-18
73,Bosnie,UEFA,1344,2025-09-18
72,Irlande du Nord,UEFA,1356,2025-09-18
71,Finlande,UEFA,1359,2025-09-18
70,Cap-Vert,CAF,1363,2025-09-18
69,Jamaïque,CONCACAF,1377,2025-09-18
68,Géorgie,UEFA,1377,2025-09-18
67,ÉAU,AFC,1380,2025-09-18
66,Albanie,UEFA,1381,2025-09-18
65,Honduras,CONCACAF,1384,2025-09-18
75,Ghana,CAF,1341,2025-09-18
64,Burkina Faso,CAF,1385,2025-09-18
62,Jordanie,AFC,1391,2025-09-18
61,Irlande,UEFA,1398,2025-09-18
60,RD Congo,CAF,1408,2025-09-18
59,Arabie saoudite,AFC,1421,2025-09-18
58,Irak,AFC,1422,2025-09-18
57,Chili,CONMEBOL,1442,2025-09-18
56,Mali,CAF,1446,2025-09-18
55,Afrique du Sud,CAF,1449,2025-09-18
54,Ouzbékistan,AFC,1453,2025-09-18
53,Qatar,AFC,1454,2025-09-18
63,Macédoine Nord,UEFA,1388,2025-09-18
52,Cameroun,CAF,1455,2025-09-18
76,Israël,UEFA,1337,2025-09-18
78,Oman,AFC,1320,2025-09-18
100,Biélorussie,UEFA,1224,2025-09-18
99,Palestine,AFC,1231,2025-09-18
98,Guatémala,CONCACAF,1231,2025-09-18
97,Mozambique,CAF,1234,2025-09-18
96,Luxembourg,UEFA,1243,2025-09-18
95,Guinée équat.,CAF,1249,2025-09-18
94,Chine,AFC,1249,2025-09-18
93,Bénin,CAF,1257,2025-09-18
92,Syrie,AFC,1259,2025-09-18
91,Kosovo,UEFA,1262,2025-09-18
77,Bolivie,CONMEBOL,1332,2025-09-18
90,El Salvador,CONCACAF,1268,2025-09-18
88,Bahreïn,AFC,1269,2025-09-18
87,Haïti,CONCACAF,1269,2025-09-18
86,Bulgarie,UEFA,1272,2025-09-18
85,Zambie,CAF,1273,2025-09-18
84,Curaçao,CONCACAF,1282,2025-09-18
83,N. Zélande,OFC,1284,2025-09-18
82,Ouganda,CAF,1288,2025-09-18
81,Guinée,CAF,1299,2025-09-18
80,Monténégro,UEFA,1314,2025-09-18
79,Gabon,CAF,1314,2025-09-18
89,Angola,CAF,1269,2025-09-18
101,Thaïlande,AFC,1222,2025-09-18
51,Roumanie,UEFA,1463,2025-09-18
49,Venezuela,CONMEBOL,1465,2025-09-18
22,Autriche,UEFA,1602,2025-09-18
21,Iran,AFC,1623,2025-09-18
20,Danemark,UEFA,1628,2025-09-18
19,Japon,AFC,1640,2025-09-18
18,Sénégal,CAF,1645,2025-09-18
17,Suisse,UEFA,1648,2025-09-18
16,États-Unis,CONCACAF,1670,2025-09-18
15,Uruguay,CONMEBOL,1674,2025-09-18
14,Mexique,CONCACAF,1688,2025-09-18
13,Colombie,CONMEBOL,1692,2025-09-18
23,Corée du Sud,AFC,1593,2025-09-18
12,Allemagne,UEFA,1704,2025-09-18
10,Italie,UEFA,1710,2025-09-18
9,Croatie,UEFA,1714,2025-09-18
8,Belgique,UEFA,1740,2025-09-18
7,Pays-Bas,UEFA,1754,2025-09-18
6,Brésil,CONMEBOL,1762,2025-09-18
5,Portugal,UEFA,1780,2025-09-18
4,Angleterre,UEFA,1820,2025-09-18
3,Argentine,CONMEBOL,1870,2025-09-18
2,France,UEFA,1871,2025-09-18
1,Espagne,UEFA,1875,2025-09-18
11,Maroc,CAF,1706,2025-09-18
50,Slovénie,UEFA,1463,2025-09-18
24,Équateur,CONMEBOL,1588,2025-09-18
26,Canada,CONCACAF,1558,2025-09-18
48,Pérou,CONMEBOL,1469,2025-09-18
47,Costa Rica,CONCACAF,1481,2025-09-18
46,Tunisie,CAF,1483,2025-09-18
45,Nigéria,CAF,1484,2025-09-18
44,Côte d'Ivoire,CAF,1484,2025-09-18
43,Écosse,UEFA,1485,2025-09-18
42,Slovaquie,UEFA,1492,2025-09-18
41,Hongrie,UEFA,1492,2025-09-18
40,Grèce,UEFA,1495,2025-09-18
39,Tchéquie,UEFA,1500,2025-09-18
25,Australie,AFC,1583,2025-09-18
38,Algérie,CAF,1501,2025-09-18
36,Pologne,UEFA,1517,2025-09-18
35,Égypte,CAF,1519,2025-09-18
34,Serbie,UEFA,1521,2025-09-18
33,Russie,UEFA,1522,2025-09-18
32,Suède,UEFA,1525,2025-09-18
31,Norvège,UEFA,1526,2025-09-18
30,Pays de Galles,UEFA,1529,2025-09-18
29,Panama,CONCACAF,1530,2025-09-18
28,Ukraine,UEFA,1543,2025-09-18
27,Turquie,UEFA,1556,2025-09-18
37,Paraguay,CONMEBOL,1501,2025-09-18
102,Trinité,CONCACAF,1221,2025-09-18
206,Turques-Caïques,CONCACAF,804,2025-09-18
155,Porto Rico,CONCACAF,1020,2025-09-18
178,Montserrat,CONCACAF,917,2025-09-18
177,Barbade,CONCACAF,920,2025-09-18
176,Népal,AFC,923,2025-09-18
175,Tchad,CAF,926,2025-09-18
174,Andorre,UEFA,955,2025-09-18
173,Taipei Chinois,AFC,961,2025-09-18
172,St. Vincent,CONCACAF,962,2025-09-18
171,Maldives,AFC,969,2025-09-18
170,Papoua.N.Guinée,OFC,969,2025-09-18
169,Soudan du Sud,CAF,977,2025-09-18
179,Maurice,CAF,912,2025-09-18
168,Grenade,CONCACAF,978,2025-09-18
166,Malte,UEFA,982,2025-09-18
165,Bermudes,CONCACAF,989,2025-09-18
164,Sainte-Lucie,CONCACAF,991,2025-09-18
163,Vanuatu,OFC,992,2025-09-18
162,Antigua-et-Bar.,CONCACAF,992,2025-09-18
161,Afghanistan,AFC,999,2025-09-18
160,Myanmar,AFC,1004,2025-09-18
159,Eswatini,CAF,1010,2025-09-18
158,Singapour,AFC,1013,2025-09-18
157,Tahiti,OFC,1019,2025-09-18
167,Cuba,CONCACAF,980,2025-09-18
180,Cambodge,AFC,910,2025-09-18
181,Belize,CONCACAF,904,2025-09-18
182,Dominique,CONCACAF,901,2025-09-18
205,Bahamas,CONCACAF,807,2025-09-18
204,Liechtenstein,UEFA,808,2025-09-18
203,Seychelles,CAF,812,2025-09-18
202,Guam,AFC,823,2025-09-18
201,Somalie,CAF,825,2025-09-18
200,Gibraltar,UEFA,827,2025-09-18
199,Pakistan,AFC,829,2025-09-18
198,Tonga,OFC,836,2025-09-18
197,Sri Lanka,AFC,852,2025-09-18
196,Îles Caïmans,CONCACAF,853,2025-09-18
195,São Tomé-et-P.,CAF,855,2025-09-18
194,Timor-Leste,AFC,855,2025-09-18
193,Djibouti,CAF,856,2025-09-18
192,Aruba,CONCACAF,861,2025-09-18
191,Macao,AFC,865,2025-09-18
190,Samoa,OFC,876,2025-09-18
189,Îles Cook,OFC,878,2025-09-18
188,Mongolie,AFC,880,2025-09-18
187,Samoa a.,OFC,883,2025-09-18
186,Bhoutan,AFC,889,2025-09-18
185,Laos,AFC,890,2025-09-18
184,Bangladesh,AFC,899,2025-09-18
183,Brunei,AFC,901,2025-09-18
156,Moldavie,UEFA,1019,2025-09-18
103,Arménie,UEFA,1220,2025-09-18
209,Anguilla,CONCACAF,759,2025-09-18
153,Lesotho,CAF,1034,2025-09-18
125,Zimbabwe,CAF,1134,2025-09-18
124,Azerbaïdjan,UEFA,1148,2025-09-18
123,Malaisie,AFC,1148,2025-09-18
122,Sierra Leone,CAF,1150,2025-09-18
121,Corée du Nord,AFC,1151,2025-09-18
120,Togo,CAF,1151,2025-09-18
119,Indonésie,AFC,1158,2025-09-18
118,Kazakhstan,UEFA,1158,2025-09-18
117,Niger,CAF,1160,2025-09-18
116,Soudan,CAF,1164,2025-09-18
126,Malawi,CAF,1134,2025-09-18
115,Gambie,CAF,1166,2025-09-18
113,Liban,AFC,1172,2025-09-18
112,Libye,CAF,1180,2025-09-18
111,Kenya,CAF,1182,2025-09-18
110,Mauritanie,CAF,1183,2025-09-18
109,Namibie,CAF,1184,2025-09-18
108,Madagascar,CAF,1188,2025-09-18
107,Tanzanie,CAF,1199,2025-09-18
106,Kirghizistan,AFC,1201,2025-09-18
105,Comores,CAF,1202,2025-09-18
104,Tadjikistan,AFC,1206,2025-09-18
114,Viêt Nam,AFC,1170,2025-09-18
127,Rwanda,CAF,1134,2025-09-18
128,Chypre,UEFA,1128,2025-09-18
129,Estonie,UEFA,1127,2025-09-18
152,Fidji,OFC,1035,2025-09-18
151,Guyana,CONCACAF,1037,2025-09-18
150,N. Calédonie,OFC,1040,2025-09-18
149,St. Kitts/Nevis,CONCACAF,1042,2025-09-18
148,Salomon,OFC,1046,2025-09-18
147,Éthiopie,CAF,1046,2025-09-18
146,Hong Kong,AFC,1047,2025-09-18
145,Lituanie,UEFA,1065,2025-09-18
144,Libéria,CAF,1066,2025-09-18
143,Philippines,AFC,1066,2025-09-18
142,R. dominicaine,CONCACAF,1074,2025-09-18
141,Burundi,CAF,1077,2025-09-18
140,Centrafrique,CAF,1081,2025-09-18
139,Botswana,CAF,1087,2025-09-18
138,Turkménistan,AFC,1088,2025-09-18
137,Lettonie,UEFA,1089,2025-09-18
136,Îles Féroé,UEFA,1094,2025-09-18
135,Koweït,AFC,1100,2025-09-18
134,Inde,AFC,1114,2025-09-18
133,Congo,CAF,1120,2025-09-18
132,Nicaragua,CONCACAF,1121,2025-09-18
131,Suriname,CONCACAF,1125,2025-09-18
130,Guinée-Bissau,CAF,1127,2025-09-18
154,Yémen,AFC,1021,2025-09-18
210,Saint-Marin,UEFA,728,2025-10-17
209,Anguilla,CONCACAF,759,2025-10-17
207,Vierges a.,CONCACAF,780,2025-10-17
75,Bosnie,UEFA,1341,2025-10-17
74,Islande,UEFA,1345,2025-10-17
73,Ghana,CAF,1356,2025-10-17
72,Finlande,UEFA,1360,2025-10-17
71,Cap-Vert,CAF,1364,2025-10-17
70,Géorgie,UEFA,1366,2025-10-17
69,Irlande du Nord,UEFA,1366,2025-10-17
68,Jamaïque,CONCACAF,1367,2025-10-17
67,ÉAU,AFC,1380,2025-10-17
66,Jordanie,AFC,1381,2025-10-17
76,Bolivie,CONMEBOL,1335,2025-10-17
65,Macédoine Nord,UEFA,1391,2025-10-17
63,Burkina Faso,CAF,1398,2025-10-17
62,Irlande,UEFA,1401,2025-10-17
61,Albanie,UEFA,1401,2025-10-17
60,RD Congo,CAF,1421,2025-10-17
59,Afrique du Sud,CAF,1423,2025-10-17
58,Arabie saoudite,AFC,1427,2025-10-17
57,Irak,AFC,1429,2025-10-17
56,Chili,CONMEBOL,1447,2025-10-17
55,Ouzbékistan,AFC,1452,2025-10-17
54,Cameroun,CAF,1454,2025-10-17
64,Honduras,CONCACAF,1396,2025-10-17
53,Mali,CAF,1456,2025-10-17
77,Gabon,CAF,1330,2025-10-17
79,Oman,AFC,1312,2025-10-17
101,Mozambique,CAF,1228,2025-10-17
100,Trinité,CONCACAF,1230,2025-10-17
99,Guinée équat.,CAF,1230,2025-10-17
98,Palestine,AFC,1231,2025-10-17
97,Luxembourg,UEFA,1232,2025-10-17
96,Thaïlande,AFC,1235,2025-10-17
95,Guatémala,CONCACAF,1242,2025-10-17
94,El Salvador,CONCACAF,1248,2025-10-17
93,Chine,AFC,1249,2025-10-17
92,Bénin,CAF,1259,2025-10-17
78,Israël,UEFA,1325,2025-10-17
91,Bulgarie,UEFA,1263,2025-10-17
89,Angola,CAF,1267,2025-10-17
88,Haïti,CONCACAF,1268,2025-10-17
87,Zambie,CAF,1269,2025-10-17
86,Syrie,AFC,1274,2025-10-17
85,N. Zélande,OFC,1283,2025-10-17
84,Kosovo,UEFA,1285,2025-10-17
83,Ouganda,CAF,1288,2025-10-17
82,Curaçao,CONCACAF,1296,2025-10-17
81,Monténégro,UEFA,1298,2025-10-17
80,Guinée,CAF,1305,2025-10-17
90,Bahreïn,AFC,1267,2025-10-17
52,Qatar,AFC,1462,2025-10-17
51,Slovénie,UEFA,1463,2025-10-17
50,Venezuela,CONMEBOL,1463,2025-10-17
22,Corée du Sud,AFC,1594,2025-10-17
21,Iran,AFC,1618,2025-10-17
20,Danemark,UEFA,1641,2025-10-17
19,Japon,AFC,1645,2025-10-17
18,Sénégal,CAF,1651,2025-10-17
17,Suisse,UEFA,1653,2025-10-17
16,États-Unis,CONCACAF,1673,2025-10-17
15,Uruguay,CONMEBOL,1678,2025-10-17
14,Mexique,CONCACAF,1683,2025-10-17
13,Colombie,CONMEBOL,1696,2025-10-17
23,Équateur,CONMEBOL,1590,2025-10-17
12,Maroc,CAF,1710,2025-10-17
10,Allemagne,UEFA,1713,2025-10-17
9,Italie,UEFA,1717,2025-10-17
8,Belgique,UEFA,1740,2025-10-17
7,Brésil,CONMEBOL,1759,2025-10-17
6,Pays-Bas,UEFA,1760,2025-10-17
5,Portugal,UEFA,1778,2025-10-17
4,Angleterre,UEFA,1824,2025-10-17
3,France,UEFA,1863,2025-10-17
2,Argentine,CONMEBOL,1872,2025-10-17
1,Espagne,UEFA,1881,2025-10-17
11,Croatie,UEFA,1710,2025-10-17
24,Autriche,UEFA,1587,2025-10-17
25,Australie,AFC,1584,2025-10-17
26,Turquie,UEFA,1570,2025-10-17
49,Pérou,CONMEBOL,1464,2025-10-17
48,Grèce,UEFA,1473,2025-10-17
47,Roumanie,UEFA,1480,2025-10-17
46,Slovaquie,UEFA,1483,2025-10-17
45,Costa Rica,CONCACAF,1484,2025-10-17
44,Tchéquie,UEFA,1485,2025-10-17
43,Tunisie,CAF,1491,2025-10-17
42,Côte d'Ivoire,CAF,1492,2025-10-17
41,Nigéria,CAF,1495,2025-10-17
40,Suède,UEFA,1497,2025-10-17
39,Paraguay,CONMEBOL,1498,2025-10-17
38,Écosse,UEFA,1504,2025-10-17
37,Hongrie,UEFA,1505,2025-10-17
36,Serbie,UEFA,1508,2025-10-17
35,Algérie,CAF,1510,2025-10-17
34,Pays de Galles,UEFA,1519,2025-10-17
33,Pologne,UEFA,1524,2025-10-17
32,Égypte,CAF,1525,2025-10-17
31,Panama,CONCACAF,1528,2025-10-17
30,Russie,UEFA,1531,2025-10-17
29,Norvège,UEFA,1532,2025-10-17
28,Canada,CONCACAF,1555,2025-10-17
27,Ukraine,UEFA,1555,2025-10-17
102,Tadjikistan,AFC,1220,2025-10-17
208,Vierges b.,CONCACAF,765,2025-10-17
103,Biélorussie,UEFA,1213,2025-10-17
105,Kirghizistan,AFC,1201,2025-10-17
180,Népal,AFC,909,2025-10-17
179,Cambodge,AFC,910,2025-10-17
178,Tchad,CAF,914,2025-10-17
177,Maurice,CAF,916,2025-10-17
176,Montserrat,CONCACAF,917,2025-10-17
175,Barbade,CONCACAF,920,2025-10-17
174,Taipei Chinois,AFC,948,2025-10-17
173,Maldives,AFC,955,2025-10-17
172,Andorre,UEFA,955,2025-10-17
171,St. Vincent,CONCACAF,962,2025-10-17
181,Belize,CONCACAF,904,2025-10-17
170,Papoua.N.Guinée,OFC,969,2025-10-17
168,Bermudes,CONCACAF,977,2025-10-17
167,Soudan du Sud,CAF,979,2025-10-17
166,Malte,UEFA,979,2025-10-17
165,Grenade,CONCACAF,986,2025-10-17
164,Sainte-Lucie,CONCACAF,991,2025-10-17
163,Myanmar,AFC,991,2025-10-17
162,Afghanistan,AFC,991,2025-10-17
161,Vanuatu,OFC,992,2025-10-17
160,Antigua-et-Bar.,CONCACAF,992,2025-10-17
159,Eswatini,CAF,1011,2025-10-17
